,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
49,tm147710,National Lampoon's Christmas Vacation,MOVIE,1989,PG-13,97,european,US,,tt0097958,7.5,185760.0,18.862,7.2
50,tm142895,Lean On Me,MOVIE,1989,PG-13,105,drama,US,,tt0097722,7.4,20680.0,19.449,7.3
51,tm20712,Eddie Murphy Raw,MOVIE,1987,R,90,documentation,US,,tt0092948,7.6,19757.0,7.992,7.3
52,tm117580,She's Gotta Have It,MOVIE,1986,R,84,romance,US,,tt0091939,6.7,14472.0,7.416,6.707
53,ts23753,Major Dad,SHOW,1989,TV-PG,24,family,US,4.0,tt0096643,6.5,2922.0,9.849,6.5
54,tm130586,Endless Love,MOVIE,1981,R,116,romance,US,,tt0082329,4.9,8524.0,19.116,5.7
55,ts987,Danger Mouse,SHOW,1981,TV-Y,14,scifi,GB,10.0,tt0081848,7.4,3545.0,8.55,7.5
56,tm721687,Vaashi,MOVIE,1983,Not Available,123,thriller,IN,,tt13913068,6.7,388.0,3.79,
57,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Available,119,action,JP,,tt0095262,7.3,1693.0,8.092,6.7
58,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Available,133,animation,JP,,tt0159510,7.2,1274.0,13.125,7.2
59,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,animation,GB,13.0,tt0329829,6.1,1785.0,37.647,7.2
60,tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,comedy,US,,tt0307403,7.2,660.0,1.843,7.2
61,tm126769,Waiting for the Hearse,MOVIE,1985,Not Available,87,comedy,AR,,tt0089108,8.0,6399.0,7.81,8.1
62,tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,Not Available,30,comedy,US,,tt0259057,6.1,360.0,2.482,6.3
63,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Available,144,action,JP,,tt0159511,7.6,1236.0,12.741,7.5
64,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,81,documentation,GB,,tt0084352,7.9,15230.0,6.833,7.4
65,tm52815,Disco Dancer,MOVIE,1982,Not Available,106,romance,IN,,tt0208903,6.4,1476.0,7.879,5.3
66,tm159912,Agneepath,MOVIE,1990,Not Available,174,crime,IN,,tt0098999,7.6,8947.0,4.062,6.5
67,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,Not Available,72,comedy,GB,,tt0213984,8.1,1522.0,1.801,6.9
68,tm38736,Too Young The Hero,MOVIE,1988,Not Available,100,war,US,,tt0096286,6.7,502.0,1.485,6.2
69,tm51083,A Stoning in Fulham County,MOVIE,1988,Not Available,120,drama,US,,tt0096179,5.9,387.0,1.01,5.8
70,tm137013,The Ryan White Story,MOVIE,1989,Not Available,102,drama,US,,tt0098237,7.2,863.0,1.981,5.9
71,tm157603,Dil,MOVIE,1990,Not Available,172,comedy,IN,,tt0099429,6.6,5316.0,3.992,6.5
72,tm258072,Adam: His Song Continues,MOVIE,1986,Not Available,100,drama,US,,tt0090589,7.0,212.0,1.603,7.0
73,tm114356,The George McKenna Story,MOVIE,1988,Not Available,100,drama,US,,tt0091106,6.0,921.0,2.296,6.1
74,tm157853,In Defense of a Married Man,MOVIE,1990,Not Available,94,drama,US,,tt0099396,5.6,207.0,2.444,4.9
75,tm132164,Bill Hicks: Sane Man,MOVIE,1989,R,80,comedy,US,,,,,3.377,7.5
76,tm446654,Mujrim,MOVIE,1989,Not Available,162,action,IN,,tt0097926,5.4,197.0,1.418,6.0
77,tm348735,Aakhri Adaalat,MOVIE,1988,Not Available,148,action,IN,,tt0177505,5.1,92.0,1.374,5.0
78,tm151332,"Alexandria, Again and Forever",MOVIE,1989,Not Available,105,drama,FR,,tt0099858,6.5,658.0,0.817,5.3
79,tm342996,Duniya,MOVIE,1984,Not Available,170,drama,IN,,tt0301231,6.3,245.0,1.394,
80,tm24110,Strange Voices,MOVIE,1987,Not Available,100,drama,US,,tt0094052,6.3,360.0,2.76,6.8
81,tm371359,Jaal,MOVIE,1986,Not Available,159,drama,IN,,tt0239495,5.2,125.0,3.366,5.0
82,tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,Not Available,100,drama,US,,tt0095945,7.2,144.0,2.246,8.0
83,ts63001,High Risk,SHOW,1988,TV-PG,50,comedy,US,1.0,tt5944220,3.8,6.0,1.4,
84,tm311264,Muqaddar Ka Faisla,MOVIE,1987,Not Available,172,comedy,IN,,tt0239682,4.8,69.0,2.236,
85,tm411457,Pyar Ke Do Pal,MOVIE,1986,Not Available,125,drama,IN,,tt0358053,6.1,66.0,1.756,
86,tm172482,Sohni Mahiwal,MOVIE,1984,Not Available,160,drama,IN,,tt0170148,6.1,297.0,6.052,5.8
87,tm419052,Ek Jaan Hain Hum,MOVIE,1983,Not Available,151,romance,IN,,tt0379272,6.3,70.0,0.986,7.0
88,tm47673,An Egyptian Story,MOVIE,1982,Not Available,129,fantasy,EG,,tt0084042,7.3,1126.0,1.77,6.7
89,tm52274,The Little Wars,MOVIE,1982,Not Available,108,drama,FR,,tt0084492,6.3,152.0,1.956,5.5
90,tm147829,Unspeakable Acts,MOVIE,1990,Not Available,100,drama,US,,tt0100848,6.1,464.0,2.075,5.3
91,ts20981,Survivor,SHOW,2000,TV-PG,48,reality,US,42.0,tt0239195,7.4,24687.0,54.19,7.4
92,tm107744,Mission: Impossible,MOVIE,1996,PG-13,110,action,US,,tt0117060,7.1,420673.0,41.115,6.9
93,ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,scifi,CA,10.0,tt0118480,8.4,90196.0,88.851,8.3
94,tm15897,Se7en,MOVIE,1995,R,127,thriller,US,,tt0114369,8.6,1606270.0,51.633,8.352
95,ts21223,Pokémon,SHOW,1997,TV-Y7,22,scifi,JP,25.0,tt14053732,7.4,198.0,115.356,7.633
96,tm191013,Boogie Nights,MOVIE,1997,R,156,drama,US,,tt0118749,7.9,261563.0,20.436,7.6
97,tm122434,Forrest Gump,MOVIE,1994,PG-13,142,romance,US,,tt0109830,8.8,2021343.0,63.449,8.478
98,tm25947,Snatch,MOVIE,2000,R,103,comedy,GB,,tt0208092,8.3,841435.0,25.203,7.8
99,tm43808,The Talented Mr. Ripley,MOVIE,1999,R,139,thriller,US,,tt0134119,7.4,207524.0,13.78,7.2
100,ts20339,One Piece,SHOW,1999,TV-14,23,fantasy,JP,21.0,tt0388629,8.8,117129.0,143.457,8.764
101,ts5145,The Challenge,SHOW,1998,TV-14,40,reality,US,37.0,tt6274074,7.8,3362.0,18.075,7.7
102,tm191110,Titanic,MOVIE,1997,PG-13,194,romance,US,,tt0120338,7.9,1146825.0,155.683,7.878
103,ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,animation,JP,1.0,tt0213338,8.9,115448.0,35.402,8.522
104,tm192037,Starship Troopers,MOVIE,1997,R,129,thriller,US,,tt0120201,7.3,291452.0,29.5,6.993
105,tm27395,Mission: Impossible II,MOVIE,2000,PG-13,123,thriller,US,,tt0120755,6.1,337987.0,29.392,6.1
106,tm113513,Dumb and Dumber,MOVIE,1994,PG-13,107,comedy,US,,tt0109686,7.3,379999.0,31.852,6.6
107,ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,scifi,JP,1.0,tt0112159,8.5,66629.0,49.27,8.637
108,tm192405,Gattaca,MOVIE,1997,PG-13,106,romance,US,,tt0119177,7.8,300701.0,17.789,7.553
109,tm116655,Léon: The Professional,MOVIE,1994,R,111,drama,FR,,tt0110413,8.5,1137357.0,51.406,8.323
110,ts21567,Gilmore Girls,SHOW,2000,TV-14,46,drama,US,8.0,tt0238784,8.2,121462.0,58.578,7.827
111,tm116488,Natural Born Killers,MOVIE,1994,R,118,thriller,US,,tt0110632,7.3,11.0,21.933,7.1
112,tm11556,The Quick and the Dead,MOVIE,1995,R,107,action,US,,tt0114214,6.5,93767.0,13.056,6.5
113,tm56574,You've Got Mail,MOVIE,1998,PG,119,drama,US,,tt0128853,6.7,211635.0,21.724,6.643
114,ts20960,Power Rangers,SHOW,1993,TV-Y7,22,action,US,29.0,tt0106064,6.5,22110.0,19.699,6.8
115,tm53991,Big Daddy,MOVIE,1999,PG-13,93,comedy,US,,tt0142342,6.4,215053.0,26.848,6.45
116,tm49178,Vampires,MOVIE,1998,R,104,horror,US,,tt0120877,6.1,58670.0,10.108,6.3
117,ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,family,JP,7.0,tt4834194,7.3,21113.0,33.504,7.358
118,tm191989,Donnie Brasco,MOVIE,1997,R,127,crime,US,,tt0119008,7.7,303868.0,22.225,7.5
119,ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,animation,CA,4.0,tt0108847,7.8,9829.0,16.83,7.8
120,ts22489,Goosebumps,SHOW,1995,TV-PG,22,fantasy,CA,4.0,tt0111987,7.6,13493.0,63.687,7.9
121,ts21034,InuYasha,SHOW,2000,TV-14,25,comedy,JP,9.0,tt0290223,7.9,15823.0,62.355,8.6
122,tm121879,A River Runs Through It,MOVIE,1992,PG,123,drama,US,,tt0105265,7.2,59854.0,19.58,7.1
123,tm44402,"Girl, Interrupted",MOVIE,1999,R,127,european,DE,,tt0172493,7.3,183154.0,20.424,7.6
124,tm187187,Last Action Hero,MOVIE,1993,PG-13,131,comedy,US,,tt0107362,6.4,150498.0,22.196,6.379
125,ts16919,All That,SHOW,1994,TV-G,22,comedy,US,11.0,tt0111875,7.5,7718.0,6.688,8.4
126,tm6859,My Girl,MOVIE,1991,PG,103,comedy,US,,tt0102492,6.9,80590.0,20.545,7.4
127,tm118238,Wyatt Earp,MOVIE,1994,PG-13,191,action,US,,tt0111756,6.7,50774.0,14.677,6.751
128,tm111163,Eraser,MOVIE,1996,R,115,action,CA,,tt0116213,6.1,110921.0,19.437,6.0
129,tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,Not Available,87,drama,JP,,tt0169858,8.0,53152.0,32.569,8.4
130,tm192769,Vegas Vacation,MOVIE,1997,PG,94,comedy,US,,tt0120434,5.9,49377.0,12.537,6.1
131,tm187791,In the Line of Fire,MOVIE,1993,R,128,action,US,,tt0107206,7.2,102916.0,19.8,6.973
132,tm113576,Little Women,MOVIE,1994,PG,115,drama,US,,tt0110367,7.3,58178.0,13.683,7.314
133,tm65686,U.S. Marshals,MOVIE,1998,PG-13,131,crime,US,,tt0120873,6.5,105286.0,24.205,6.5
134,ts8570,Barney & Friends,SHOW,1992,TV-G,28,family,US,14.0,tt0144701,3.8,9624.0,14.641,4.9
135,tm191387,Anaconda,MOVIE,1997,PG-13,89,action,BR,,tt0118615,4.8,104213.0,34.405,5.1
136,ts27693,Kenan & Kel,SHOW,1996,TV-Y7,25,comedy,US,4.0,tt0115231,7.8,15620.0,33.544,8.3
137,tm19494,The Replacements,MOVIE,2000,PG-13,118,comedy,US,,tt0191397,6.6,64771.0,30.982,6.6
138,tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,136,action,US,,tt0120102,7.1,142903.0,13.766,7.2
139,tm12499,The Net,MOVIE,1995,PG-13,114,drama,US,,tt0113957,5.9,66667.0,15.935,6.0
140,tm186589,Cliffhanger,MOVIE,1993,R,112,thriller,IT,,tt0106582,6.5,128972.0,27.78,6.5
141,tm189764,Menace II Society,MOVIE,1993,R,97,drama,US,,tt0107554,7.5,58179.0,13.928,7.542
142,tm10739,Johnny Mnemonic,MOVIE,1995,R,97,drama,US,,tt0113481,5.6,71563.0,10.75,5.7
143,tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,action,JP,,tt0109015,4.5,9321.0,12.603,5.5
144,tm55369,Edge of Seventeen,MOVIE,1998,R,104,drama,US,,tt0138414,6.8,6549.0,6.276,6.5
145,ts251477,My First Errand,SHOW,1991,TV-G,18,family,JP,12.0,,,,7.73,7.8
146,tm192431,The Devil's Own,MOVIE,1997,R,107,european,US,,tt0962637,6.2,65323.0,12.863,6.1
147,ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,romance,JP,4.0,tt0221735,8.0,5008.0,35.757,8.7
148,tm192199,Spawn,MOVIE,1997,PG-13,96,drama,US,,tt0120177,5.2,68184.0,16.989,5.343
149,ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,scifi,US,4.0,tt0222518,6.2,3902.0,13.313,6.3
150,tm56033,Croupier,MOVIE,1998,R,94,drama,GB,,tt0159382,7.0,21599.0,8.381,6.8
151,ts21581,Girlfriends,SHOW,2000,TV-PG,21,comedy,US,8.0,tt0247102,7.2,4528.0,12.163,7.7
152,tm117488,The Next Karate Kid,MOVIE,1994,PG,107,drama,US,,tt0110657,4.5,30422.0,20.185,5.318
153,tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,drama,US,,tt0107004,6.5,11709.0,8.136,6.3
154,tm191431,Double Team,MOVIE,1997,R,93,scifi,US,,tt0119013,4.8,34396.0,14.599,5.1
155,tm10811,Heavy,MOVIE,1995,R,105,romance,US,,tt0113280,6.8,5047.0,3.308,6.8
156,tm49839,The Players Club,MOVIE,1998,R,104,comedy,US,,tt0119905,5.9,6676.0,9.25,6.3
157,ts20918,The Parkers,SHOW,1999,TV-PG,19,comedy,US,5.0,tt0200353,6.8,2377.0,5.745,8.1
158,ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,comedy,US,6.0,tt0108927,6.2,12657.0,21.489,7.5
159,ts20939,Moesha,SHOW,1996,TV-PG,21,comedy,US,6.0,tt0115275,5.8,3747.0,10.901,7.0
160,ts21684,Heartbreak High,SHOW,1994,TV-MA,45,romance,AU,7.0,tt5582224,7.8,3139.0,7.222,7.3
161,ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,family,FR,7.0,tt0213363,7.4,4281.0,40.189,7.5
162,tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,romance,IN,,tt0172684,7.6,52036.0,12.35,7.7
163,tm320211,Children of God,MOVIE,1994,Not Available,63,documentation,GB,,tt6051792,6.3,612.0,0.685,6.4
164,tm7073,Knight Rider 2000,MOVIE,1991,G,91,scifi,US,,tt0102227,4.5,3207.0,7.945,5.1
165,ts28516,Okupas,SHOW,2000,TV-MA,40,drama,AR,1.0,tt0289649,9.0,2399.0,8.565,8.8
166,tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,Not Available,206,romance,IN,,tt0110076,7.5,21123.0,6.314,6.5
167,tm55100,Dil Se..,MOVIE,1998,PG-13,163,romance,IN,,tt0164538,7.5,28586.0,7.811,6.8
168,tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,documentation,US,,tt0500140,7.9,5879.0,5.822,7.6
169,ts22039,H,SHOW,1998,TV-MA,25,comedy,FR,4.0,tt0173554,7.4,1727.0,7.905,7.6
170,tm188606,Sankofa,MOVIE,1993,Not Available,124,drama,GB,,tt0108041,7.0,692.0,1.858,6.5
171,tm41525,Herod's Law,MOVIE,1999,R,123,thriller,MX,,tt0221344,7.8,6035.0,10.506,7.9
172,tm189171,Wild Tango,MOVIE,1993,R,124,drama,ES,,tt0108291,6.7,1584.0,5.092,6.1
173,tm63514,The Last Days,MOVIE,1998,PG-13,87,history,US,,tt0174852,7.9,4378.0,3.766,7.8
174,tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,Not Available,72,documentation,US,,tt0249934,6.6,276.0,0.656,6.0
175,tm188970,Bill Hicks: Revelations,MOVIE,1993,Not Available,74,documentation,GB,,tt0152183,8.5,3098.0,3.784,8.1
176,tm12876,Bombay,MOVIE,1995,Not Available,141,drama,IN,,tt0112553,8.1,12629.0,4.99,7.2
177,ts224786,Escalona,SHOW,1991,TV-MA,44,drama,CO,1.0,,,,7.352,7.6
178,tm62176,Mann,MOVIE,1999,Not Available,174,romance,IN,,tt0206921,6.1,5451.0,2.595,6.7
179,tm52871,Soldier,MOVIE,1998,Not Available,156,drama,IN,,tt0211634,6.2,3063.0,3.623,5.7
180,tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,1991,Not Available,49,comedy,US,,,,,1.84,6.1
181,tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,Not Available,56,documentation,US,,tt0938333,6.8,116.0,1.536,5.8
182,tm184326,Damini,MOVIE,1993,Not Available,175,drama,IN,,tt0106655,7.8,3523.0,3.328,7.3
183,tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,fantasy,IN,,tt0216817,6.2,8552.0,7.865,6.0
184,tm191614,Destiny,MOVIE,1997,Not Available,136,comedy,EG,,tt0119629,7.1,2857.0,3.287,6.7
185,tm110766,Chronicle of a Disappearance,MOVIE,1996,Not Available,88,drama,PS,,tt0115895,6.9,733.0,2.099,6.7
186,tm9898,Muthu,MOVIE,1995,G,165,drama,IN,,tt0140399,7.6,3056.0,3.576,6.9
187,tm47530,Jeans,MOVIE,1998,Not Available,175,romance,IN,,tt0151121,6.4,3604.0,3.393,6.5
188,tm57169,Monty Python: Live at Aspen,MOVIE,1998,Not Available,58,comedy,GB,,tt0287570,7.8,1096.0,2.681,6.9
189,tm192301,Minsara Kanavu,MOVIE,1997,G,145,romance,IN,,tt0274789,6.7,1226.0,2.316,6.6
190,tm58893,Duplicate,MOVIE,1998,PG,165,comedy,IN,,tt0164550,5.5,7618.0,4.112,6.0
191,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,drama,IN,,tt0139872,7.9,2586.0,2.828,7.5
192,tm118438,Anjaam,MOVIE,1994,Not Available,137,crime,IN,,tt0109134,6.6,6532.0,3.806,7.1
193,tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,Not Available,100,drama,US,,tt0103123,7.2,250.0,1.533,5.1
194,tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,romance,IN,,tt0222270,6.1,7610.0,7.778,6.6
195,tm203186,Children of Shatila,MOVIE,1999,Not Available,50,documentation,LB,,tt0243174,8.1,78.0,1.635,6.7
196,tm128073,Bill Hicks: Relentless,MOVIE,1992,Not Available,61,comedy,GB,,,,,3.822,7.8
197,tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,comedy,US,,tt0294967,6.0,198.0,2.297,7.0
198,tm7135,Bill Hicks: One Night Stand,MOVIE,1991,NC-17,30,comedy,US,,,,,1.08,7.5
199,tm52083,West Beirut,MOVIE,1998,PG-13,105,drama,BE,,tt0157183,7.6,4221.0,3.308,7.3
200,tm340430,Govindha Govindha,MOVIE,1993,Not Available,145,crime,IN,,tt0187096,6.6,356.0,1.248,4.0
201,tm7032,Out of Life,MOVIE,1991,Not Available,97,drama,LB,,tt0102058,6.9,376.0,2.481,6.2
202,tm256669,Gumrah,MOVIE,1993,Not Available,149,crime,IN,,tt0107060,6.1,795.0,1.763,6.7
203,tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,Not Available,56,comedy,US,,tt0938332,6.3,65.0,1.83,5.2
204,tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,60,comedy,US,,tt0938331,7.8,172.0,3.793,5.5
205,tm25389,Fiza,MOVIE,2000,Not Available,170,crime,IN,,tt0248012,6.0,4213.0,2.835,6.3
206,tm34391,Before the Flying Circus,MOVIE,2000,Not Available,55,comedy,GB,,tt9230920,7.3,168.0,1.444,8.5
207,tm44776,The Other,MOVIE,1999,Not Available,106,european,FR,,tt0196355,5.9,997.0,1.12,5.9
208,tm334788,Yodha,MOVIE,1991,Not Available,142,drama,IN,,tt0267130,4.5,198.0,1.554,5.0
209,tm117840,The Emigrant,MOVIE,1994,Not Available,129,drama,EG,,tt0110545,6.5,1015.0,1.4,6.0
210,tm42397,Hello Brother,MOVIE,1999,Not Available,131,fantasy,IN,,tt0233856,4.6,4262.0,4.338,5.3
211,tm314602,Dushmani,MOVIE,1995,Not Available,156,action,IN,,tt0112916,5.0,249.0,2.045,7.5
212,tm255589,One Last Shot,MOVIE,1998,Not Available,30,,,,,,,1.89,5.2
213,tm7810,Nightmare in Columbia County,MOVIE,1991,Not Available,100,drama,US,,tt0102537,5.5,345.0,2.713,6.0
214,tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,Not Available,118,drama,TR,,,,,1.396,7.6
215,tm449775,Shikari,MOVIE,1991,Not Available,162,drama,SU,,tt0170416,5.8,68.0,1.323,5.0
216,ts4,Breaking Bad,SHOW,2008,TV-MA,48,drama,US,5.0,tt0903747,9.5,1775990.0,353.848,8.79
217,ts20371,Top Gear,SHOW,2002,TV-PG,58,comedy,GB,32.0,tt1628033,8.7,117240.0,45.549,7.4
218,ts9,The Walking Dead,SHOW,2010,TV-MA,46,drama,US,11.0,tt1520211,8.2,956604.0,597.277,8.1
219,ts21465,Supernatural,SHOW,2005,TV-14,45,fantasy,US,15.0,tt0460681,8.4,434081.0,388.093,8.278
220,tm74402,The Mist,MOVIE,2007,R,126,scifi,US,,tt0884328,7.1,305346.0,37.369,6.9
221,tm91952,Mean Girls,MOVIE,2004,PG-13,97,comedy,US,,tt0377092,7.1,375975.0,57.235,7.2
222,ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,european,GB,12.0,tt1877368,8.6,9856.0,5.581,7.7
223,ts12724,30 Rock,SHOW,2006,TV-14,25,sport,US,7.0,tt0496424,8.3,122698.0,48.88,7.4
224,ts6644,Borgen,SHOW,2010,TV-MA,58,drama,DK,4.0,tt1526318,8.5,25485.0,51.118,8.1
225,ts8308,Community,SHOW,2009,TV-PG,23,comedy,US,6.0,tt1439629,8.5,257221.0,42.357,8.0
